Device ID,Device Name,Last Firmware Update,Operating Time (hrs),Connection Quality,Device Temperature (°C),Device Usage Frequency,Connectivity Type,Event Logs,Device Priority,Protocol,Label,Attack Type
ID1815,Smart Light,2012-06-04,98,Poor,23.5,Weekly,Bluetooth,34,Low,Zigbee,normal,
ID7234,Smart Plug,2019-06-10,68,Good,19.0,Occasionally,Zigbee,23,Low,Zigbee,normal,
ID1516,Smart Lock,2020-06-09,80,Good,19.8,Daily,Zigbee,28,Low,Zigbee,normal,
ID5230,Smart Lock,2012-12-20,100,Excellent,10.2,Daily,Zigbee,31,Low,MQTT,normal,
ID3332,Smart Thermostat,2014-11-14,135,Excellent,37.9,Occasionally,Zigbee,100,High,HTTP,normal,
ID3563,Smart Light,2020-05-06,54,Poor,16.2,Weekly,Zigbee,63,Low,HTTP,compromised,DDoS
ID6120,Smart Thermostat,2014-04-13,151,Excellent,37.3,Occasionally,Bluetooth,44,High,CoAP,normal,
ID2493,Smart Plug,2012-06-06,33,Good,29.8,Weekly,Bluetooth,5,Low,CoAP,normal,
ID2072,Smart Lock,2011-03-20,44,Poor,14.0,Weekly,Zigbee,54,Low,HTTP,compromised,DDoS
ID6829,Smart Lock,2012-07-18,97,Poor,37.8,Weekly,Zigbee,75,Low,CoAP,compromised,DDoS
ID8520,Smart Camera,2024-06-23,37,Good,31.1,Daily,Zigbee,91,High,CoAP,normal,
ID2106,Smart Plug,2018-03-27,83,Good,15.6,Occasionally,Bluetooth,34,Low,MQTT,normal,
ID4588,Smart Thermostat,2020-10-25,94,Good,16.6,Occasionally,Zigbee,14,High,CoAP,normal,
ID3457,Smart Camera,2014-08-19,79,Excellent,11.6,Occasionally,Bluetooth,22,High,MQTT,normal,
ID5238,Smart Lock,2024-01-19,72,Poor,26.0,Weekly,Zigbee,65,Low,HTTP,compromised,Replay
ID5230,Smart Camera,2022-04-22,46,Poor,15.1,Weekly,WiFi,48,High,CoAP,compromised,Jamming
ID8296,Smart Thermostat,2011-03-25,134,Excellent,30.5,Daily,Bluetooth,60,High,HTTP,normal,
ID7968,Smart Camera,2023-09-15,44,Excellent,14.6,Daily,Bluetooth,6,High,MQTT,normal,
ID6334,Smart Lock,2012-07-23,64,Poor,11.7,Weekly,Zigbee,37,Low,MQTT,compromised,MITM
ID9057,Smart Camera,2015-04-20,30,Poor,30.8,Weekly,Bluetooth,23,High,HTTP,compromised,Jamming
ID8301,Smart Thermostat,2014-09-09,92,Poor,21.9,Weekly,WiFi,68,High,HTTP,compromised,Jamming
ID8690,Smart Camera,2022-03-01,85,Poor,30.7,Occasionally,WiFi,68,High,HTTP,compromised,Replay
ID2372,Smart Lock,2011-01-21,75,Poor,39.3,Daily,Zigbee,86,Low,CoAP,compromised,MITM
ID2493,Smart Thermostat,2024-10-24,97,Poor,9.0,Daily,WiFi,53,High,Zigbee,compromised,Replay
ID4916,Smart Lock,2016-01-04,59,Good,37.7,Weekly,Zigbee,37,Low,HTTP,normal,
ID4349,Smart Camera,2013-02-17,88,Poor,15.6,Daily,WiFi,46,High,HTTP,compromised,Replay
ID1210,Smart Lock,2012-07-26,13,Poor,12.5,Weekly,Zigbee,83,Low,CoAP,compromised,Jamming
ID1293,Smart Thermostat,2013-08-22,71,Poor,21.8,Occasionally,WiFi,68,High,MQTT,compromised,DDoS
ID8456,Smart Thermostat,2019-12-06,159,Poor,26.4,Occasionally,Bluetooth,23,High,HTTP,compromised,Jamming
ID3354,Smart Camera,2020-07-06,61,Excellent,32.2,Occasionally,Zigbee,79,High,Zigbee,normal,
ID1667,Smart Lock,2019-12-29,76,Poor,20.3,Occasionally,Zigbee,85,Low,MQTT,compromised,Replay
ID4153,Smart Light,2015-02-17,25,Excellent,20.3,Occasionally,WiFi,1,Low,CoAP,normal,
ID2898,Smart Camera,2018-06-04,96,Poor,16.3,Daily,Zigbee,45,High,MQTT,compromised,Jamming
ID7583,Smart Camera,2015-05-31,82,Poor,29.1,Occasionally,Zigbee,51,High,Zigbee,compromised,Replay
ID3292,Smart Camera,2020-08-23,91,Good,19.3,Weekly,Zigbee,6,High,MQTT,normal,
ID2610,Smart Thermostat,2010-10-05,69,Poor,29.4,Occasionally,Zigbee,32,High,MQTT,compromised,Replay
ID4039,Smart Lock,2021-10-28,65,Excellent,23.4,Occasionally,Zigbee,86,Low,Zigbee,normal,
ID5053,Smart Light,2021-03-14,40,Good,10.0,Occasionally,WiFi,19,Low,HTTP,normal,
ID9462,Smart Plug,2017-03-22,38,Excellent,12.7,Occasionally,WiFi,32,Low,Zigbee,normal,
ID6898,Smart Thermostat,2024-12-19,94,Excellent,31.2,Weekly,Zigbee,64,High,CoAP,normal,
ID5623,Smart Lock,2013-09-14,30,Poor,37.0,Weekly,Zigbee,44,Low,HTTP,compromised,MITM
ID5992,Smart Plug,2016-11-30,61,Good,28.8,Weekly,Bluetooth,67,Low,HTTP,normal,
ID9236,Smart Plug,2021-02-16,82,Poor,10.6,Weekly,Zigbee,55,Low,MQTT,compromised,Replay
ID7592,Smart Thermostat,2010-01-25,168,Poor,10.1,Weekly,WiFi,33,High,MQTT,compromised,DDoS
ID3632,Smart Thermostat,2021-03-04,184,Poor,14.1,Daily,WiFi,41,High,HTTP,compromised,Jamming
ID5635,Smart Lock,2022-08-31,67,Poor,10.7,Weekly,Zigbee,17,Low,HTTP,compromised,Replay
ID3696,Smart Light,2022-09-01,50,Excellent,22.5,Weekly,WiFi,23,Low,CoAP,normal,
ID6946,Smart Lock,2012-11-05,46,Poor,24.9,Occasionally,Zigbee,42,Low,MQTT,compromised,MITM
ID3695,Smart Thermostat,2018-07-09,98,Good,29.0,Daily,Zigbee,72,High,Zigbee,normal,
ID4904,Smart Plug,2021-11-26,75,Poor,11.4,Daily,WiFi,68,Low,MQTT,compromised,MITM
ID4883,Smart Camera,2015-04-23,66,Good,18.7,Weekly,WiFi,55,High,MQTT,normal,
ID4414,Smart Light,2016-04-11,94,Poor,20.1,Daily,Zigbee,56,Low,MQTT,compromised,Jamming
ID6447,Smart Camera,2014-09-19,59,Poor,12.9,Weekly,Zigbee,41,High,Zigbee,compromised,MITM
ID9744,Smart Camera,2024-04-30,53,Good,20.2,Daily,Zigbee,24,High,MQTT,normal,
ID7988,Smart Thermostat,2019-06-11,136,Poor,30.2,Weekly,WiFi,45,High,HTTP,compromised,Jamming
ID7028,Smart Camera,2010-02-02,86,Poor,18.6,Daily,WiFi,37,High,Zigbee,compromised,DDoS
ID8801,Smart Thermostat,2019-04-07,169,Excellent,24.9,Daily,Bluetooth,2,High,Zigbee,normal,
ID6568,Smart Thermostat,2022-04-15,143,Poor,12.4,Weekly,Zigbee,57,High,HTTP,compromised,Jamming
ID1555,Smart Lock,2021-07-09,63,Poor,13.5,Weekly,Zigbee,49,Low,HTTP,compromised,MITM
ID2954,Smart Plug,2020-06-19,51,Excellent,14.5,Weekly,Bluetooth,50,Low,CoAP,normal,
ID1103,Smart Camera,2019-06-25,90,Good,26.0,Weekly,WiFi,77,High,HTTP,normal,
ID5957,Smart Thermostat,2011-03-22,86,Good,19.2,Occasionally,WiFi,15,High,CoAP,normal,
ID3045,Smart Thermostat,2022-10-30,119,Poor,7.3,Daily,Zigbee,98,High,MQTT,compromised,Jamming
ID1514,Smart Light,2023-04-23,19,Excellent,7.1,Occasionally,Bluetooth,100,Low,Zigbee,normal,
ID7287,Smart Lock,2014-11-29,57,Poor,35.7,Daily,Zigbee,32,Low,MQTT,compromised,Replay
ID4468,Smart Lock,2023-01-26,49,Poor,11.3,Daily,Zigbee,49,Low,CoAP,compromised,Jamming
ID9733,Smart Thermostat,2022-03-26,68,Good,34.4,Daily,Zigbee,12,High,HTTP,normal,
ID4882,Smart Camera,2024-03-22,64,Excellent,27.7,Daily,Bluetooth,33,High,MQTT,normal,
ID7086,Smart Plug,2019-08-15,100,Excellent,24.4,Weekly,Zigbee,86,Low,Zigbee,normal,
ID3430,Smart Light,2012-10-11,79,Poor,6.1,Daily,Zigbee,76,Low,CoAP,compromised,MITM
ID5113,Smart Thermostat,2016-12-24,116,Good,32.6,Weekly,Zigbee,58,High,HTTP,normal,
ID4621,Smart Light,2022-05-03,33,Poor,6.7,Occasionally,Zigbee,18,Low,CoAP,normal,
ID8399,Smart Light,2020-11-08,10,Poor,17.2,Weekly,WiFi,54,Low,CoAP,compromised,Replay
ID9129,Smart Thermostat,2016-04-04,95,Poor,14.4,Occasionally,WiFi,24,High,Zigbee,compromised,Replay
ID3686,Smart Camera,2013-10-26,77,Poor,32.4,Occasionally,WiFi,66,High,CoAP,compromised,DDoS
ID9601,Smart Thermostat,2012-10-30,84,Poor,5.5,Daily,Bluetooth,42,High,HTTP,compromised,MITM
ID1210,Smart Lock,2011-08-14,66,Excellent,23.9,Daily,Zigbee,47,Low,MQTT,normal,
ID6153,Smart Camera,2022-01-05,19,Excellent,16.5,Daily,Zigbee,32,High,MQTT,normal,
ID6448,Smart Camera,2013-08-03,63,Poor,13.2,Occasionally,Bluetooth,21,High,MQTT,compromised,DDoS
ID8635,Smart Light,2011-01-21,40,Poor,9.4,Daily,Bluetooth,60,Low,CoAP,compromised,DDoS
ID6196,Smart Plug,2014-11-01,45,Good,22.1,Daily,Bluetooth,100,Low,CoAP,normal,
ID1055,Smart Lock,2024-12-07,54,Poor,17.9,Daily,Zigbee,60,Low,MQTT,compromised,Jamming
ID6350,Smart Camera,2010-11-10,12,Excellent,14.6,Occasionally,Bluetooth,13,High,HTTP,normal,
ID4516,Smart Thermostat,2019-01-04,132,Good,10.2,Occasionally,Bluetooth,63,High,HTTP,normal,
ID3268,Smart Light,2018-01-14,80,Poor,13.0,Weekly,WiFi,58,Low,HTTP,compromised,MITM
ID6883,Smart Light,2013-04-20,74,Poor,8.0,Occasionally,Zigbee,73,Low,CoAP,compromised,Jamming
ID5117,Smart Camera,2016-05-28,62,Poor,29.1,Daily,WiFi,59,High,MQTT,compromised,MITM
ID8567,Smart Thermostat,2012-11-30,85,Excellent,5.1,Occasionally,Zigbee,44,High,Zigbee,normal,
ID5946,Smart Thermostat,2020-09-10,197,Poor,31.1,Weekly,Bluetooth,0,High,MQTT,compromised,Jamming
ID1684,Smart Plug,2024-07-31,29,Excellent,27.3,Weekly,Bluetooth,77,Low,HTTP,normal,
ID8929,Smart Thermostat,2012-07-01,118,Poor,26.9,Daily,WiFi,18,High,Zigbee,compromised,Replay
ID6981,Smart Thermostat,2013-07-24,119,Poor,26.4,Occasionally,Bluetooth,16,High,MQTT,compromised,MITM
ID9040,Smart Plug,2010-09-20,65,Excellent,24.7,Occasionally,Bluetooth,50,Low,MQTT,normal,
ID1781,Smart Plug,2016-06-01,90,Good,13.9,Daily,Bluetooth,1,Low,CoAP,normal,
ID1368,Smart Plug,2013-02-18,67,Poor,13.8,Occasionally,Bluetooth,97,Low,MQTT,compromised,MITM
ID1265,Smart Camera,2012-10-03,56,Poor,11.6,Weekly,Bluetooth,89,High,MQTT,compromised,Replay
ID8844,Smart Light,2010-11-19,12,Excellent,24.5,Weekly,Zigbee,74,Low,MQTT,normal,
ID9387,Smart Thermostat,2023-01-23,120,Poor,10.2,Weekly,WiFi,66,High,CoAP,compromised,MITM
ID4665,Smart Lock,2019-10-01,54,Poor,20.0,Weekly,Zigbee,71,Low,CoAP,compromised,DDoS
ID6126,Smart Camera,2014-08-27,81,Excellent,20.4,Occasionally,WiFi,29,High,HTTP,normal,
ID5713,Smart Thermostat,2013-04-13,109,Good,26.6,Weekly,Bluetooth,30,High,MQTT,normal,
ID7010,Smart Thermostat,2012-07-25,154,Poor,22.0,Occasionally,WiFi,31,High,MQTT,compromised,Replay
ID4597,Smart Plug,2021-10-17,29,Poor,12.6,Occasionally,Bluetooth,45,Low,HTTP,compromised,Jamming
ID5893,Smart Light,2017-04-07,24,Poor,6.2,Weekly,WiFi,91,Low,HTTP,compromised,MITM
ID3493,Smart Thermostat,2017-06-01,187,Excellent,39.2,Occasionally,Bluetooth,25,High,MQTT,normal,
ID3182,Smart Light,2012-04-17,79,Excellent,11.9,Occasionally,Bluetooth,77,Low,MQTT,normal,
ID3600,Smart Camera,2011-08-17,70,Poor,24.7,Daily,Bluetooth,49,High,MQTT,compromised,MITM
ID6429,Smart Light,2024-03-02,66,Excellent,27.5,Occasionally,Zigbee,27,Low,MQTT,normal,
ID5103,Smart Camera,2021-11-09,48,Poor,24.0,Weekly,WiFi,6,High,CoAP,normal,
ID8194,Smart Plug,2016-06-22,54,Good,16.1,Weekly,Zigbee,97,Low,MQTT,normal,
ID3178,Smart Plug,2014-11-23,66,Poor,17.3,Daily,Bluetooth,65,Low,HTTP,compromised,DDoS
ID8517,Smart Camera,2013-08-19,76,Good,18.7,Daily,WiFi,80,High,CoAP,normal,
ID9966,Smart Lock,2017-05-29,59,Good,25.4,Occasionally,Zigbee,99,Low,HTTP,normal,
ID2797,Smart Lock,2022-09-18,75,Poor,23.7,Daily,Zigbee,61,Low,CoAP,compromised,Jamming
ID5109,Smart Plug,2020-12-08,52,Excellent,13.7,Daily,Zigbee,33,Low,HTTP,normal,
ID2212,Smart Lock,2015-08-05,34,Poor,34.0,Daily,Zigbee,87,Low,HTTP,compromised,MITM
ID7980,Smart Camera,2021-11-20,92,Good,20.8,Daily,Bluetooth,12,High,HTTP,normal,
ID3159,Smart Camera,2020-08-14,57,Excellent,24.7,Daily,WiFi,67,High,CoAP,normal,
ID3532,Smart Plug,2015-04-10,13,Poor,12.3,Weekly,Zigbee,99,Low,Zigbee,compromised,Replay
ID2718,Smart Thermostat,2012-07-03,93,Poor,32.4,Daily,Bluetooth,59,High,MQTT,compromised,Jamming
ID7885,Smart Lock,2023-02-17,82,Good,25.5,Occasionally,Zigbee,54,Low,Zigbee,normal,
ID3056,Smart Camera,2016-10-06,73,Excellent,25.8,Weekly,Zigbee,43,High,CoAP,normal,
ID4297,Smart Thermostat,2021-01-12,111,Poor,28.9,Daily,WiFi,0,High,CoAP,compromised,MITM
ID7478,Smart Plug,2012-04-12,16,Poor,27.5,Weekly,WiFi,90,Low,CoAP,compromised,MITM
ID4098,Smart Plug,2017-08-15,79,Poor,10.1,Occasionally,Bluetooth,4,Low,HTTP,normal,
ID4807,Smart Camera,2021-04-02,34,Good,30.8,Occasionally,Zigbee,69,High,CoAP,normal,
ID6071,Smart Light,2017-02-27,72,Good,24.1,Occasionally,Zigbee,80,Low,MQTT,normal,
ID7663,Smart Lock,2012-09-07,90,Poor,32.6,Occasionally,Zigbee,43,Low,CoAP,compromised,DDoS
ID2567,Smart Light,2020-10-19,21,Excellent,16.0,Occasionally,Zigbee,34,Low,HTTP,normal,
ID3804,Smart Thermostat,2019-02-20,147,Poor,29.1,Occasionally,WiFi,33,High,Zigbee,compromised,DDoS
ID9338,Smart Light,2013-01-04,57,Excellent,25.7,Weekly,WiFi,45,Low,MQTT,normal,
ID2259,Smart Thermostat,2021-11-30,106,Poor,9.5,Daily,Zigbee,94,High,MQTT,compromised,DDoS
ID4066,Smart Plug,2010-08-27,25,Good,10.2,Occasionally,Zigbee,21,Low,HTTP,normal,
ID6951,Smart Thermostat,2022-12-20,145,Excellent,38.2,Weekly,Bluetooth,24,High,Zigbee,normal,
ID8660,Smart Camera,2023-09-24,87,Poor,19.9,Weekly,WiFi,39,High,HTTP,compromised,Jamming
ID2139,Smart Plug,2013-04-24,84,Poor,10.8,Daily,Zigbee,96,Low,CoAP,compromised,DDoS
ID7952,Smart Camera,2011-12-19,54,Poor,20.3,Weekly,Zigbee,38,High,MQTT,compromised,Replay
ID8907,Smart Plug,2013-02-17,18,Poor,21.7,Weekly,WiFi,4,Low,HTTP,normal,
ID9174,Smart Camera,2010-08-26,68,Good,24.6,Occasionally,Zigbee,59,High,HTTP,normal,
ID9723,Smart Lock,2020-07-16,41,Poor,35.3,Weekly,Zigbee,67,Low,Zigbee,compromised,DDoS
ID3539,Smart Camera,2016-05-15,20,Poor,19.7,Occasionally,Bluetooth,34,High,HTTP,compromised,DDoS
ID3154,Smart Thermostat,2015-09-13,81,Poor,13.9,Daily,Zigbee,90,High,Zigbee,compromised,Jamming
ID5307,Smart Lock,2014-12-13,69,Good,27.8,Occasionally,Zigbee,55,Low,Zigbee,normal,
ID2645,Smart Camera,2022-10-14,71,Poor,26.5,Occasionally,Zigbee,22,High,HTTP,compromised,Jamming
ID4904,Smart Plug,2011-07-09,41,Poor,22.8,Daily,Zigbee,45,Low,MQTT,compromised,Jamming
ID1937,Smart Plug,2022-02-25,59,Good,25.5,Occasionally,Zigbee,42,Low,Zigbee,normal,
ID3622,Smart Plug,2014-01-27,67,Poor,26.3,Daily,Bluetooth,31,Low,CoAP,compromised,Jamming
ID6665,Smart Thermostat,2014-07-12,106,Poor,17.7,Weekly,Bluetooth,22,High,HTTP,compromised,DDoS
ID7950,Smart Thermostat,2017-03-10,78,Poor,26.2,Occasionally,Bluetooth,71,High,Zigbee,compromised,DDoS
ID6371,Smart Lock,2012-08-16,57,Good,17.2,Daily,Zigbee,49,Low,Zigbee,normal,
ID2317,Smart Light,2011-10-27,35,Excellent,25.9,Weekly,Bluetooth,60,Low,Zigbee,normal,
ID1539,Smart Plug,2018-11-08,74,Poor,15.7,Weekly,WiFi,27,Low,Zigbee,compromised,Jamming
ID7524,Smart Thermostat,2015-10-19,186,Poor,9.0,Occasionally,Bluetooth,97,High,MQTT,compromised,Replay
ID4910,Smart Thermostat,2010-05-03,160,Poor,34.2,Occasionally,WiFi,49,High,MQTT,compromised,Replay
ID1028,Smart Camera,2014-02-27,99,Good,13.4,Occasionally,Zigbee,58,High,MQTT,normal,
ID3183,Smart Camera,2018-05-22,73,Poor,17.5,Weekly,Zigbee,89,High,Zigbee,compromised,Replay
ID2607,Smart Plug,2023-05-13,46,Good,20.8,Weekly,Bluetooth,29,Low,MQTT,normal,
ID8242,Smart Plug,2013-08-22,64,Good,25.5,Daily,Bluetooth,71,Low,CoAP,normal,
ID3482,Smart Light,2014-02-18,17,Excellent,28.1,Occasionally,Bluetooth,39,Low,HTTP,normal,
ID6465,Smart Thermostat,2015-04-21,68,Good,25.9,Weekly,Zigbee,75,High,CoAP,normal,
ID7907,Smart Lock,2012-01-01,44,Poor,29.4,Occasionally,Zigbee,59,Low,MQTT,compromised,MITM
ID2909,Smart Thermostat,2018-08-29,51,Poor,20.8,Occasionally,Zigbee,84,High,HTTP,compromised,Jamming
ID4861,Smart Light,2023-10-16,77,Excellent,27.5,Weekly,Zigbee,31,Low,MQTT,normal,
ID2631,Smart Thermostat,2011-03-07,82,Poor,12.8,Daily,WiFi,69,High,Zigbee,compromised,Replay
ID4235,Smart Plug,2015-10-04,44,Poor,16.3,Daily,Bluetooth,22,Low,HTTP,compromised,Jamming
ID4006,Smart Camera,2014-10-07,14,Poor,22.6,Weekly,Zigbee,16,High,MQTT,compromised,Replay
ID1886,Smart Lock,2012-06-26,75,Poor,39.9,Daily,Zigbee,70,Low,MQTT,compromised,DDoS
ID3723,Smart Lock,2012-11-26,27,Good,28.2,Weekly,Zigbee,97,Low,HTTP,normal,
ID6007,Smart Light,2014-10-09,66,Excellent,28.3,Occasionally,Zigbee,17,Low,Zigbee,normal,
ID1513,Smart Lock,2019-04-28,99,Good,30.0,Weekly,Zigbee,89,Low,HTTP,normal,
ID9630,Smart Plug,2022-07-16,88,Excellent,27.4,Weekly,Zigbee,85,Low,CoAP,normal,
ID1557,Smart Plug,2021-03-25,15,Poor,19.7,Occasionally,WiFi,93,Low,MQTT,compromised,MITM
ID5489,Smart Plug,2020-02-24,87,Excellent,26.4,Daily,WiFi,4,Low,MQTT,normal,
ID8577,Smart Light,2020-08-22,65,Excellent,26.3,Occasionally,WiFi,92,Low,CoAP,normal,
ID8715,Smart Camera,2016-05-16,94,Poor,29.4,Daily,WiFi,9,High,HTTP,normal,
ID1513,Smart Light,2014-08-28,67,Excellent,29.2,Weekly,Zigbee,76,Low,HTTP,normal,
ID6231,Smart Thermostat,2014-01-24,153,Excellent,12.6,Weekly,Bluetooth,81,High,HTTP,normal,
ID9659,Smart Camera,2016-10-24,92,Poor,20.3,Weekly,Zigbee,99,High,HTTP,compromised,Replay
ID2664,Smart Lock,2019-01-30,73,Poor,37.8,Daily,Zigbee,15,Low,CoAP,compromised,Jamming
ID5150,Smart Lock,2016-04-19,92,Poor,38.9,Daily,Zigbee,4,Low,HTTP,normal,
ID3609,Smart Plug,2013-08-18,22,Good,19.8,Weekly,Zigbee,70,Low,CoAP,normal,
ID1579,Smart Camera,2021-10-22,11,Excellent,16.1,Weekly,Zigbee,46,High,CoAP,normal,
ID4008,Smart Camera,2011-01-24,22,Poor,19.2,Occasionally,Zigbee,12,High,HTTP,compromised,MITM
ID1362,Smart Thermostat,2019-02-23,185,Poor,8.0,Weekly,Bluetooth,11,High,MQTT,compromised,Jamming
ID5875,Smart Camera,2014-10-06,48,Good,24.8,Occasionally,WiFi,97,High,Zigbee,normal,
ID9314,Smart Lock,2014-06-15,69,Good,21.4,Daily,Zigbee,11,Low,Zigbee,normal,
ID9157,Smart Lock,2020-08-31,78,Poor,37.8,Daily,Zigbee,75,Low,Zigbee,compromised,Jamming
ID3275,Smart Plug,2018-05-31,66,Poor,20.3,Weekly,WiFi,92,Low,HTTP,compromised,MITM
ID5650,Smart Plug,2010-08-16,12,Poor,21.5,Occasionally,Bluetooth,66,Low,HTTP,compromised,Jamming
ID4675,Smart Lock,2016-04-25,37,Poor,33.9,Daily,Zigbee,71,Low,MQTT,compromised,Jamming
ID1990,Smart Camera,2018-02-06,99,Excellent,25.4,Occasionally,Bluetooth,51,High,CoAP,normal,
ID3729,Smart Light,2021-07-02,39,Poor,15.5,Occasionally,Zigbee,65,Low,MQTT,compromised,MITM
ID9536,Smart Plug,2022-05-26,78,Excellent,27.9,Daily,WiFi,88,Low,HTTP,normal,
ID3864,Smart Light,2022-09-10,10,Poor,15.7,Daily,Zigbee,83,Low,MQTT,compromised,Jamming
ID8562,Smart Lock,2013-06-17,70,Good,24.9,Weekly,Zigbee,5,Low,Zigbee,normal,
ID6084,Smart Thermostat,2017-10-16,91,Good,38.4,Daily,Zigbee,2,High,HTTP,normal,
ID2725,Smart Light,2011-01-21,94,Good,15.1,Occasionally,Bluetooth,60,Low,Zigbee,normal,
ID2972,Smart Thermostat,2019-05-29,127,Poor,31.9,Daily,Zigbee,89,High,Zigbee,compromised,Replay
ID7029,Smart Camera,2010-11-14,50,Poor,17.5,Daily,WiFi,79,High,CoAP,compromised,Jamming
ID6717,Smart Plug,2023-04-03,84,Poor,23.4,Daily,WiFi,45,Low,Zigbee,compromised,Replay
ID4345,Smart Thermostat,2024-01-24,187,Poor,20.8,Daily,WiFi,41,High,HTTP,compromised,Replay
ID2215,Smart Lock,2023-07-02,15,Poor,39.9,Daily,Zigbee,72,Low,MQTT,compromised,DDoS
ID7345,Smart Light,2018-03-30,60,Excellent,26.6,Weekly,WiFi,25,Low,MQTT,normal,
ID5881,Smart Camera,2023-01-10,65,Poor,10.7,Occasionally,Zigbee,61,High,MQTT,compromised,DDoS
ID2613,Smart Camera,2013-10-27,31,Excellent,27.4,Occasionally,WiFi,31,High,MQTT,normal,
ID3039,Smart Plug,2023-05-15,23,Good,10.5,Weekly,Zigbee,76,Low,MQTT,normal,
ID4274,Smart Light,2011-12-20,49,Good,17.1,Daily,Bluetooth,72,Low,Zigbee,normal,
ID4658,Smart Lock,2016-11-09,50,Good,19.6,Weekly,Zigbee,58,Low,HTTP,normal,
ID1385,Smart Light,2020-12-20,34,Good,10.9,Daily,Zigbee,80,Low,Zigbee,normal,
ID9497,Smart Thermostat,2012-10-19,124,Poor,12.0,Weekly,WiFi,0,High,HTTP,compromised,DDoS
ID4064,Smart Camera,2012-10-14,43,Excellent,26.1,Weekly,WiFi,65,High,Zigbee,normal,
ID3838,Smart Lock,2014-02-28,21,Poor,27.3,Occasionally,Zigbee,11,Low,Zigbee,compromised,MITM
ID2249,Smart Lock,2012-07-17,33,Poor,18.2,Weekly,Zigbee,16,Low,CoAP,compromised,DDoS
ID4094,Smart Camera,2022-08-14,25,Good,34.2,Weekly,Zigbee,73,High,Zigbee,normal,
ID9968,Smart Light,2018-11-07,33,Good,25.1,Occasionally,Zigbee,47,Low,CoAP,normal,
ID9768,Smart Camera,2012-06-24,55,Poor,23.4,Daily,WiFi,22,High,Zigbee,compromised,DDoS
ID3612,Smart Light,2010-12-03,86,Poor,13.1,Occasionally,WiFi,57,Low,CoAP,compromised,DDoS
ID3546,Smart Thermostat,2022-07-06,119,Poor,33.0,Daily,Bluetooth,100,High,Zigbee,compromised,Jamming
ID5081,Smart Plug,2010-01-31,92,Poor,25.5,Daily,WiFi,77,Low,MQTT,compromised,Replay
ID1382,Smart Camera,2021-02-14,71,Poor,10.7,Occasionally,Bluetooth,93,High,CoAP,compromised,Replay
ID3771,Smart Light,2011-07-19,48,Poor,10.0,Weekly,Zigbee,85,Low,CoAP,compromised,DDoS
ID2968,Smart Thermostat,2014-07-20,166,Poor,21.7,Weekly,Zigbee,30,High,Zigbee,compromised,DDoS
ID6859,Smart Plug,2014-08-25,55,Poor,13.4,Weekly,WiFi,81,Low,HTTP,compromised,Replay
ID4169,Smart Camera,2011-09-14,24,Poor,23.3,Daily,Zigbee,72,High,MQTT,compromised,Replay
ID9125,Smart Camera,2011-01-20,86,Good,20.2,Daily,Bluetooth,40,High,MQTT,normal,
ID9491,Smart Lock,2014-10-11,64,Poor,29.4,Occasionally,Zigbee,13,Low,MQTT,compromised,MITM
ID6321,Smart Plug,2011-07-03,88,Good,22.7,Occasionally,WiFi,15,Low,MQTT,normal,
ID5011,Smart Lock,2023-09-22,94,Good,20.9,Weekly,Zigbee,11,Low,HTTP,normal,
ID4600,Smart Lock,2018-07-18,24,Poor,22.0,Weekly,Zigbee,16,Low,CoAP,compromised,Replay
ID9999,Smart Camera,2024-05-19,22,Good,27.9,Daily,Zigbee,4,High,Zigbee,normal,
ID4582,Smart Camera,2010-10-24,83,Poor,29.0,Weekly,WiFi,64,High,CoAP,compromised,MITM
ID4530,Smart Camera,2019-08-21,25,Poor,25.5,Weekly,Zigbee,80,High,MQTT,compromised,Replay
ID2241,Smart Thermostat,2013-12-05,180,Good,6.9,Daily,Bluetooth,63,High,MQTT,normal,
ID4105,Smart Camera,2023-04-10,95,Good,13.3,Occasionally,WiFi,70,High,Zigbee,normal,
ID3171,Smart Light,2013-02-06,14,Good,5.5,Daily,Zigbee,83,Low,HTTP,normal,
ID6894,Smart Camera,2011-04-03,45,Good,32.9,Weekly,WiFi,7,High,CoAP,normal,
ID1602,Smart Camera,2012-04-15,97,Poor,30.3,Occasionally,Zigbee,92,High,Zigbee,compromised,DDoS
ID4813,Smart Camera,2016-01-28,48,Poor,16.6,Weekly,Bluetooth,18,High,MQTT,compromised,Jamming
ID2238,Smart Light,2011-07-17,79,Poor,19.3,Weekly,WiFi,94,Low,CoAP,compromised,Replay
ID9098,Smart Plug,2010-06-11,78,Good,13.5,Weekly,Zigbee,30,Low,CoAP,normal,
ID7594,Smart Camera,2010-05-11,24,Excellent,34.5,Daily,Bluetooth,31,High,MQTT,normal,
ID4744,Smart Thermostat,2010-04-29,121,Poor,30.9,Daily,Bluetooth,13,High,MQTT,compromised,Jamming
ID8251,Smart Lock,2015-08-20,84,Poor,16.1,Daily,Zigbee,91,Low,MQTT,compromised,DDoS
ID5120,Smart Light,2023-02-13,23,Excellent,27.6,Weekly,Bluetooth,70,Low,CoAP,normal,
ID3420,Smart Plug,2013-10-10,85,Poor,18.1,Weekly,Zigbee,31,Low,MQTT,compromised,Jamming
ID4569,Smart Light,2010-07-29,54,Poor,10.0,Occasionally,WiFi,82,Low,HTTP,compromised,Replay
ID9707,Smart Plug,2015-07-09,62,Excellent,18.8,Occasionally,Bluetooth,87,Low,HTTP,normal,
